gene,grad_abs
RP4-794H19.1,0.0834581
CCDC41,0.08345607
RP11-70P17.1,0.08345457
SENP3,0.083443835
HKR1,0.08343945
ZNF765,0.08342713
SYNE3,0.083419636
RP11-403I13.4,0.08341764
DYRK1B,0.08338875
SRPK2,0.083368786
RP11-290D2.3,0.08336554
AF131217.1,0.08336433
SCAF8,0.08335675
POLG,0.08334838
AFF3,0.08334061
FARS2,0.083338775
STXBP1,0.0833364
AAAS,0.08332762
DHRS13,0.08331443
IFNGR2,0.08330068
PCSK1N,0.0832884
SYNJ2,0.08327331
CDHR3,0.08326697
SRRT,0.08326334
F2R,0.08325503
PARP2,0.08325168
RP11-42I10.1,0.083249465
POLR1D,0.083248176
GPR160,0.08324807
RHOF,0.08324394
WDR18,0.083242305
CPNE8,0.08324217
ALS2,0.08323943
IRGQ,0.08322825
NBPF1,0.08319738
YEATS2,0.0831754
STK36,0.08314966
AMIGO2,0.08313744
BRF2,0.0831277
RP5-1050D4.3,0.0831172
ZDHHC24,0.08311632
ADCK4,0.08310336
SLFN12L,0.08309588
OSR2,0.08307711
RPS15,0.08307127
ZNF134,0.08307121
ZNF267,0.0830706
EPB41L2,0.08305528
MAP3K9,0.08305115
PTPLA,0.08305083
SYTL3,0.083024144
GLS2,0.08302294
KBTBD2,0.08302181
PEX7,0.08302026
RP11-415F23.2,0.08301524
MED9,0.08300709
SDHAF2,0.08300397
PCED1B,0.082991615
PLS3,0.082986236
AKAP11,0.082985245
UBE2A,0.08298382
MICAL1,0.08297789
STAT5A,0.08297714
BTN2A2,0.08297575
SLC38A7,0.08297018
APOO,0.08296588
ZNF674-AS1,0.08295789
SLC36A4,0.082956865
NUPL1,0.08295403
SYNM,0.08294117
FDXACB1,0.08294105
RP11-294J22.6,0.0829402
DENND4B,0.082939416
ERGIC1,0.082937226
HMGXB3,0.08293593
KPNA5,0.08293426
RAB8B,0.08292453
CTA-217C2.1,0.08291664
KDM4A,0.08291554
GUCY1B3,0.08291081
YWHAG,0.08291021
CDC25A,0.08290435
SLC39A3,0.08290322
SBNO1,0.08290102
KYNU,0.0829008
AP001046.5,0.08288604
ZFP90,0.082880676
TNIK,0.08286911
AC078883.3,0.08286126
ZNF16,0.08284328
TBC1D15,0.08284122
TNFRSF25,0.082834885
RP13-977J11.2,0.0828327
REV3L,0.08282555
B4GALT1,0.08282124
CD72,0.082820445
TBC1D10A,0.082813196
RPA4,0.08281035
RP1-197B17.3,0.08280602
DBNDD1,0.08277182
CCDC90B,0.08275197
SNX27,0.08274369
UBN2,0.08273361
KLHL25,0.08272926
TAF3,0.08272842
ATP6V0D1,0.082724035
SNX2,0.08271887
TMEM171,0.08270059
THRAP3,0.082695946
MXD3,0.0826839
GAK,0.082678236
PITPNA,0.08265755
BRD9,0.082653545
PHACTR2,0.08264799
PDCD7,0.08264572
RP11-362F19.1,0.08264559
TUBGCP4,0.08264508
PPP2R5E,0.08264011
PLRG1,0.0826378
PLA2G4C,0.08263767
TMEM25,0.08261669
ACSS1,0.08261105
MRPS31,0.08260284
MFSD5,0.0826027
AC018766.4,0.08258959
CLEC10A,0.082580864
RBM14,0.0825765
RP11-271K21.11,0.08257489
HMGN4,0.08256856
VPS45,0.08255646
ENOX2,0.08254593
SMIM10,0.082540765
ERCC2,0.08253942
TESK2,0.082536966
VAMP2,0.08253682
DISP1,0.08252664
A2M,0.08251853
AHCYL2,0.082516186
TMEM43,0.08251481
MYLK-AS1,0.082491435
NDST1,0.08249019
HCFC1R1,0.082487024
COQ10B,0.08246992
MALSU1,0.08246209
SLC25A13,0.08245991
RP1-241P17.4,0.08245828
ASRGL1,0.08245115
RP11-701P16.5,0.0824395
PRMT5-AS1,0.0824319
NCAPH2,0.0824244
MUTYH,0.08242195
DICER1-AS1,0.08241912
PSMF1,0.082418546
WWOX,0.08241773
ZDHHC3,0.082414776
GPR137,0.08240614
ZNF524,0.08240117
UBAP2,0.08238976
ZNF180,0.08238315
AC012074.2,0.08238194
FAM46C,0.0823784
SART1,0.08237194
BCAT1,0.08237083
SLAIN2,0.08236978
AKR1E2,0.08235809
TBC1D9,0.08234555
CDC40,0.08232868
KIAA1147,0.08231187
TXNRD2,0.08229606
RNF207,0.0822733
CLINT1,0.08227095
BBS4,0.08226917
COL4A3BP,0.082267486
C4orf29,0.082263485
CASC7,0.08224941
GNLY,0.082249045
VIT,0.08224833
UBE2Q1,0.082245484
CALM2,0.082244284
ARFGAP1,0.08224013
PPIL2,0.082215644
ZNF800,0.082215354
AC093673.5,0.08219776
LIMK2,0.08219095
TRAM2,0.082187474
STX16,0.08217961
KIFC1,0.082179286
RP11-1070N10.3,0.08216505
SSH3,0.08215984
KCTD3,0.082147226
CEBPZ-AS1,0.082139045
IFITM3,0.08213138
PSMD10,0.08212801
ABHD16B,0.082114935
RP11-114O18.1,0.08210099
SLC4A4,0.08209918
SELP,0.082095236
WRN,0.08209517
TSPAN3,0.08209247
STK39,0.08207807
BRMS1L,0.08207145
TMEM91,0.082063586
RSPRY1,0.082063265
GEM,0.08206171
RP11-792A8.4,0.082053974
SUGCT,0.08205261
CDT1,0.082037084
HTRA2,0.08203287
NAA35,0.08202982
ABR,0.08202946
DCTN6,0.08202821
SNAPIN,0.082020506
ICMT,0.08201945
S100Z,0.08201677
TM9SF2,0.0820076
HIST1H2BJ,0.082000315
FBXL5,0.081989504
PHLDA2,0.081986725
RP1-111C20.4,0.08198541
TRMT1,0.081973046
FAM210A,0.081970766
HIATL1,0.0819644
THEMIS2,0.0819512
SERINC3,0.08195025
TFCP2,0.08195012
SEPT1,0.08194806
RP1-39G22.7,0.081947565
RP11-326C3.12,0.08194617
MARS2,0.08194428
YIPF6,0.08192624
UPP1,0.08192287
AC092295.7,0.081908055
RRM1,0.08188182
TMEM126A,0.081880726
PGBD2,0.08187842
MTHFD2L,0.08187707
TIMD4,0.08187505
CLDN15,0.08187418
TNFAIP2,0.081859134
JUN,0.08184581
AP3S1,0.08183888
POLR3A,0.08183184
TMEM251,0.08181917
CROCCP2,0.08181872
GRK4,0.081817254
NHSL2,0.081778035
CENPT,0.081768684
CSK,0.08176476
RP5-930J4.4,0.081752546
HMGXB4,0.08175133
PPP1R15B,0.08174956
CFH,0.08173355
ZNF780A,0.081725925
PRRC1,0.081724375
GALNT10,0.08172385
TIGD5,0.08172265
FAM174B,0.08172155
CELF2,0.08171912
RAVER2,0.081712894
CCDC138,0.08171028
ZNF805,0.081698895
TFB1M,0.08169725
GOLGA3,0.08168797
IFT74,0.081681184
NOC2L,0.08167918
POLR3B,0.08167771
PTPN7,0.08165923
GPATCH8,0.08165807
SUCO,0.08164091
SHKBP1,0.081632346
RBM10,0.081630036
IFIT3,0.0816287
FGD3,0.08162778
TUBA1A,0.08161591
PAQR7,0.081613526
ITGAL,0.081610456
ATP6AP1L,0.08160981
MRPS2,0.08159662
WDR27,0.08158916
FAM35A,0.081566066
RCN1,0.08156449
GPKOW,0.0815644
C15orf52,0.08154799
INTS10,0.081538364
RP1-168L15.5,0.08153493
AC006129.2,0.08152667
ARHGAP29,0.08151137
CLCN3,0.08150998
CMTR1,0.08150447
C2orf81,0.0814987
TEC,0.081493445
NSFL1C,0.08149155
BORA,0.081491366
B4GALT4,0.08148904
GCH1,0.08148321
HPS1,0.08145516
ZNF227,0.081437424
VARS,0.08142364
R3HDM1,0.081413925
FAM120AOS,0.08140037
TRIM32,0.08139853
MCM4,0.08139495
RP11-472N13.3,0.08139357
TDRKH,0.08138991
ARL17A,0.08138641
ENOPH1,0.08137813
TJAP1,0.081376344
APEX1,0.08136836
DNAJA2,0.08135792
ATF1,0.08135
RP11-629O1.2,0.08134538
RNF135,0.081337094
C17orf59,0.081336774
MTX3,0.08132712
NENF,0.08132231
NRXN2,0.08132124
FLT3,0.081318095
DAGLB,0.08130085
ZNF550,0.0812965
RP11-589C21.6,0.08129477
MTRR,0.08129306
CORO1C,0.08128351
ZNHIT1,0.08126317
PHF11,0.08126236
ATAD3C,0.08126012
PLXND1,0.08124832
USP9Y,0.08124386
RP11-111A22.1,0.08123034
FLVCR2,0.08121988
AC107081.5,0.08121738
ELMOD2,0.08120726
ABCC1,0.08119733
AGPAT9,0.08118274
CCNI2,0.081178956
FOXJ2,0.08117769
RP11-1149M10.2,0.08117124
CD3G,0.08116416
RP11-664D1.1,0.08116303
CTNNA1,0.081159435
RP11-314N13.3,0.081146486
BNIP1,0.081141084
ATP8B4,0.081127286
FBXO45,0.081122056
IKBIP,0.081117794
ZNF230,0.08111229
TTC34,0.08111207
C4orf3,0.0810996
C6orf89,0.08108912
TMEM163,0.081088684
UNC13D,0.081084885
COG2,0.081078
BLOC1S5,0.081047654
KDM2A,0.08104761
RAD23B,0.081038736
NDUFB10,0.081037395
RP4-798A10.7,0.08101823
ZNF652,0.08100887
EFHD1,0.08099212
OSBPL9,0.080988266
HIST1H2AM,0.08098789
ZNF322,0.080986515
RP4-583P15.10,0.08097755
ITPRIPL2,0.080971405
CDK5RAP2,0.080971286
TNFRSF10B,0.080970176
PPP2R3A,0.080965005
MT1X,0.08094829
RP11-666A1.5,0.08093971
SDHAF1,0.08092548
RP11-54O7.11,0.08091886
TDRD9,0.0809162
SPPL2A,0.08091315
RPL22,0.08091181
SLA,0.08091034
C11orf63,0.08090927
SF3B1,0.08090605
RP11-378J18.3,0.08089215
RP11-875O11.1,0.08088776
DDX27,0.08088142
BCL10,0.08086314
MED7,0.08085803
WFS1,0.08085375
HAAO,0.08084806
RAVER1,0.08084745
IRGM,0.0808426
OPTN,0.08083854
PTCRA,0.08083049
AC011899.9,0.08081931
ZNF789,0.08081643
AC108488.4,0.08081524
LDHB,0.08080439
AC022400.2,0.08079975
INSIG2,0.080793165
COX6B1,0.080772184
ATP6V1H,0.0807664
FBXW7,0.08076176
TUBB1,0.08076033
POMGNT2,0.0807594
L3MBTL3,0.080756515
WARS2,0.08073955
KLHDC3,0.0807292
KHDC1,0.08072712
CD47,0.08072646
ALDOC,0.08072364
PGBD4,0.080721125
PDCD4,0.0807208
TMC6,0.08071398
CD101,0.080699585
METTL23,0.080690674
FAM73A,0.080689944
PPP4C,0.08068427
ST6GALNAC3,0.08068408
TTLL11,0.08068372
WSB2,0.080679536
MED30,0.080671445
MPEG1,0.08067141
PATL2,0.080670916
TRAT1,0.08066532
ANXA2,0.080654606
RP11-178G16.4,0.08064706
DERA,0.08064452
ATG9B,0.080642775
TICAM1,0.08063857
ZNF148,0.08063284
LDLR,0.08063052
VSIG2,0.08062887
AGPAT3,0.08062309
RBM26-AS1,0.08062059
CABLES2,0.08060905
TGFB1,0.08060742
FXYD2,0.08060379
C5orf66,0.08059903
GGT1,0.08056746
TEX30,0.08056417
CUL2,0.080563694
FNTA,0.08056043
JAK1,0.08055666
AP001258.4,0.080549866
IFI27,0.080543526
CYB5RL,0.080542594
STX1A,0.08051903
CTD-2516F10.2,0.08051298
CDH1,0.08051269
PAK1,0.080508724
SLC2A8,0.080500886
ANKRD13D,0.080485135
TAF1D,0.08047208
PREB,0.08046746
SLC27A3,0.08046746
ZNF266,0.08045753
LRP10,0.08045485
FKBP9,0.08044793
CTD-2336O2.1,0.08044718
INCENP,0.08044406
CHIC1,0.08043701
RP11-434H6.6,0.08042327
CTD-2619J13.14,0.08042096
PLA2G1B,0.080416866
PLAUR,0.080415145
LINC00115,0.08041484
PSMA3,0.080413565
C5orf30,0.08040127
CCP110,0.08039733
SEPT8,0.08039448
SBF1,0.08037563
EXOSC5,0.08037163
CCNJL,0.08037096
VPREB3,0.080363035
CSE1L,0.08035569
PSMD1,0.08034771
PPP1CA,0.08034364
IFI44,0.08033909
KCTD12,0.08033285
GPR124,0.08033176
COPS6,0.08033081
C8orf59,0.080315724
FZD3,0.08031411
RNASEL,0.08031372
AGA,0.080310725
GMPS,0.08030748
RP11-712B9.2,0.080303706
RNF181,0.08030116
TNIP3,0.08029943
ANKRD28,0.08029626
UBXN7,0.080277264
CA2,0.08026145
CTDSPL,0.080253065
BST1,0.080251895
CCDC91,0.08024366
TMEM260,0.080226414
CMTM4,0.08021769
ITM2C,0.08021567
BSCL2,0.08021341
HEBP2,0.08021136
CENPB,0.08020952
DLAT,0.080206566
TSEN15,0.08020636
RP11-617D20.1,0.08019626
RNF185,0.08019233
PABPC1,0.08018762
MSN,0.080173284
SLC1A4,0.08016106
PM20D1,0.08015464
BCCIP,0.08014797
ASTE1,0.08013996
SPTLC3,0.08013009
RICTOR,0.08012201
CXXC1,0.08012065
VDAC1,0.08011704
RPL11,0.08011486
SENP1,0.08010974
CCDC109B,0.08010746
IER5,0.080106854
TTC1,0.0800999
RP11-728F11.4,0.08008678
ABRACL,0.08008134
NUDT4,0.08008117
EIF2B2,0.080077164
RP11-4F5.2,0.080074176
RP4-575N6.4,0.08005725
C12orf68,0.080049835
MAP3K6,0.08004753
PRKCD,0.08004739
RP11-647K16.1,0.08004237
HSPH1,0.08002919
TGDS,0.08001499
ZNF584,0.079999834
GPI,0.07999531
FAM200A,0.0799888
ALG6,0.079986975
PRDM11,0.079982094
RP11-661A12.12,0.07997928
DYNC2LI1,0.07995708
RP11-731C17.2,0.079956874
C14orf132,0.079956
ZNF212,0.07995262
C1orf145,0.07993409
RNF219,0.07992734
CD70,0.0799226
TNFAIP8L1,0.079918794
ANAPC10,0.07991653
RP11-511B23.1,0.079875454
RP11-195F19.5,0.079864345
STK17A,0.0798639
CSNK1G2,0.079857975
ADH5,0.07983752
TGFBRAP1,0.07983279
FAM126B,0.07981869
EPG5,0.07981265
APOL1,0.07980796
RP1-3J17.3,0.07980545
ADAT2,0.07978326
UBXN6,0.07977747
KCNQ1,0.079776235
C11orf54,0.079776034
AC009950.2,0.07977516
IRF1,0.079767466
GCDH,0.079755925
CCL4L2,0.07974652
LINGO3,0.07973819
TTC7A,0.07973704
EIF2S1,0.07972766
AP4E1,0.079725385
GNAZ,0.07972398
MFSD4,0.07971761
FOXN2,0.07969803
TBC1D32,0.07968754
RPH3AL,0.07968687
TCP11L1,0.07966038
ARL2,0.07965358
RINT1,0.07964807
KCTD10,0.07963832
PSPC1,0.07962548
AL590822.2,0.07962252
RCN2,0.07961828
RHOA,0.079614446
APOM,0.079609625
PKNOX1,0.079605386
TP53RK,0.07960142
CTH,0.07960034
TTC21A,0.07959814
TIPRL,0.0795951
ZMAT3,0.07957945
PLAA,0.079579115
GMFG,0.079575405
ADPGK-AS1,0.07956959
LINC00984,0.07956889
KIAA1671,0.07956864
RP11-799D4.4,0.07955586
HOMEZ,0.079543546
ARL10,0.07953342
MT-ATP6,0.07953271
RP11-1391J7.1,0.07952022
MORF4L1,0.07951577
TVP23A,0.07951431
CREB3,0.079513565
C14orf182,0.079513334
TNKS,0.07950874
NME1-NME2,0.07950695
STK38,0.07950514
ATP2B4,0.07948957
NSMCE2,0.0794861
PIGA,0.07947549
CAPN1,0.07947446
TRIM3,0.079472914
KAT8,0.07945859
MPHOSPH6,0.079457745
FTCDNL1,0.07944994
TTC13,0.079436414
GATM,0.07943547
C21orf119,0.07941517
CBX6,0.079410136
BDNF-AS,0.07939935
TM9SF3,0.0793986
PI4KB,0.07939679
MGAT4B,0.07939345
BYSL,0.079388626
RP11-661A12.14,0.07938188
IGFBP3,0.0793675
RBM28,0.07936712
MAPKAPK3,0.07935378
LILRA6,0.07935285
PIK3CG,0.07935197
ADORA3,0.07934079
BMP1,0.0793341
RP11-81A22.5,0.07933088
PRR7,0.07933044
MBOAT7,0.07932006
MIIP,0.079310656
IFT172,0.079291396
RP11-620J15.3,0.07927765
CTD-2666L21.1,0.07926715
ZNF205-AS1,0.07926597
B4GALT7,0.07926547
RP11-661A12.5,0.079260126
ATAD5,0.07924914
C1orf177,0.07924853
MRVI1,0.07924558
PCAT1,0.07924276
RNF165,0.07924071
KIAA0040,0.07924007
KLRK1,0.07923332
RPRD1A,0.07923301
SETD1B,0.079231806
WDR65,0.07923174
MAGEE1,0.079211965
RCL1,0.07920803
YARS2,0.07918338
MORF4L2-AS1,0.07918091
CDK18,0.07917561
ABCG2,0.07917187
BAALC,0.079170056
TTC5,0.079166815
HNRNPUL1,0.07916533
WIBG,0.07916347
EDA,0.07916255
KIAA1279,0.07915162
FAM89B,0.07914748
TSPAN15,0.0791402
RP11-680G24.5,0.07913383
SLC26A6,0.07912772
C5orf24,0.07912365
TMPO-AS1,0.07912001
GYLTL1B,0.07909818
DAP,0.07909574
NDUFA10,0.07908359
AIFM2,0.07908287
CD59,0.07907571
C9orf37,0.079074495
MTO1,0.07905561
TAPSAR1,0.07904746
TMBIM6,0.07904555
RP11-11N7.4,0.07904064
SLC39A13,0.07903043
E2F3,0.07902574
SNRPC,0.079025194
SRBD1,0.07901387
VTA1,0.07900138
TRRAP,0.07899332
RP11-290L1.3,0.07897074
LIPT1,0.07896328
DHX34,0.07895602
GCSAM,0.07895565
USP35,0.07895461
UPRT,0.07895438
RBM23,0.078945585
RALGPS2,0.07893923
PLIN5,0.07893615
METTL5,0.07892323
KLHDC2,0.07891614
AKIRIN2,0.07890928
ZNF561,0.07890542
CACNA2D4,0.07889796
CACFD1,0.07889459
ENTPD6,0.07888486
IBTK,0.078883715
ATP6AP2,0.07887848
RAD51C,0.078877695
ADPGK,0.07886706
RPS15A,0.07884131
RP1-191J18.66,0.078819714
AGBL2,0.07880154
ARPC2,0.0788011
NFIC,0.07879963
WDFY3,0.07879887
SLC7A5,0.07879603
PSMC3,0.078786984
ATXN7,0.07877685
CYP2D6,0.078772634
CTTNBP2NL,0.078753665
RP11-215G15.5,0.07874124
AC025335.1,0.078740135
RBFOX2,0.078732096
ZNF827,0.078729875
VCL,0.07872956
ANKRD49,0.07872559
ATP5EP2,0.07872523
CNFN,0.07871786
LSM14B,0.07871003
UBR2,0.07870679
MRPL35,0.078705534
HNRNPH2,0.078698985
GMPPB,0.07868979
CA5B,0.07868594
TMX4,0.078685395
SLX4IP,0.078681074
SLAMF1,0.0786612
RP11-222K16.2,0.07865229
FAM114A1,0.07865227
ORC2,0.0786493
NUAK1,0.078642584
TMTC3,0.078637086
CTC-241F20.3,0.0786295
EFNA4,0.07862872
APPL2,0.07862359
MAP9,0.07861928
KIF16B,0.078610644
SLC38A1,0.07861026
FAM117A,0.07859669
FCGR3B,0.078583494
LATS2,0.07858126
SUV420H2,0.07858064
PIP5K1B,0.078571305
NUDT11,0.078570575
GFM1,0.0785644
PTK7,0.0785535
RGAG4,0.07854804
SLC43A3,0.07853523
INIP,0.078517206
EXOSC9,0.07851329
RP11-92K15.3,0.078501634
MVP,0.07850152
TXNDC12,0.078497075
RP11-379F4.9,0.078494936
RP11-61J19.4,0.078483194
ARHGEF11,0.07846447
RP11-47A8.5,0.078452274
AC099850.1,0.07845171
RP11-529K1.4,0.078450084
HSBP1L1,0.07843463
LINC01004,0.07841662
AF213884.2,0.07840724
VASH1,0.07840619
STK19,0.078405105
NOL9,0.078397095
NAT9,0.07839641
C19orf12,0.07838901
UBE2B,0.07838413
GFRA2,0.07837616
GOLGA7,0.078356735
ZNF567,0.07835223
RUNDC1,0.078346446
RGS9,0.07834489
PPP1R26,0.078335695
IMPA1,0.07832207
RAB32,0.0783198
RPS6KA2,0.07831498
ZCCHC2,0.0783104
MOK,0.07830647
GIT2,0.07830543
PPP1R9B,0.07828953
EPB41,0.07828941
C3orf62,0.07828237
CTD-2538C1.2,0.07827851
hsa-mir-1199,0.078273915
SLC11A2,0.078271374
SIRPA,0.078244135
RP3-467N11.1,0.078243926
RAD50,0.07824211
RP11-428J1.5,0.07823998
NPM1,0.07823333
FADS2,0.078229316
CLEC4G,0.07822506
CCNDBP1,0.078222215
MRPL39,0.078215234
LTB4R,0.07821226
ZNF782,0.07820898
ATF3,0.07820751
GATC,0.07820514
NTMT1,0.07819773
RP11-1094M14.11,0.07818516
ABCC4,0.07818475
KIAA2026,0.078184195
GNL1,0.07818269
SIGLEC12,0.07818148
ENDOD1,0.078175254
ZNF415,0.07816537
FIZ1,0.07816523
ROMO1,0.07814618
RIMKLB,0.07811902
SDSL,0.07811883
CTD-2086O20.3,0.07810709
HID1,0.07810054
GALNS,0.07809909
THEMIS,0.07808984
AMZ1,0.07808689
CNOT10,0.07808431
C22orf39,0.078083366
FAIM3,0.07808153
CWC22,0.07807533
INPP5E,0.07807453
CTD-2562J15.6,0.07807142
IFFO1,0.078063376
SNX6,0.07806323
TACR2,0.078061625
RNF8,0.0780487
C3orf14,0.078032486
APIP,0.07802566
RFC3,0.0780218
FAM207A,0.07801725
LYPLA1,0.078008525
DLL1,0.078006215
TPT1,0.07800019
GSS,0.07799831
AK5,0.07799351
ABTB2,0.07797941
SNRNP27,0.07796011
MTFR1,0.077948354
TCEAL3,0.07794424
SCO2,0.07793738
SCN1B,0.07793409
CLEC2D,0.07793073
DND1,0.077923834
TLR3,0.077917576
SLC16A1-AS1,0.07789571
PIM2,0.0778908
POP5,0.07788444
NDUFA4,0.07787262
CFP,0.07786703
TTLL12,0.07786026
SQSTM1,0.07785807
LINC01003,0.077856846
RP11-553L6.5,0.07785316
ORC6,0.07784804
MDM1,0.077846594
RHOC,0.077846535
SERPINF2,0.07784465
YES1,0.077844
ANK1,0.077840075
CLPTM1L,0.07783546
AC016757.3,0.07783126
AGPAT2,0.07782888
PMVK,0.07782084
FCER2,0.07781347
AC110771.1,0.07780418
JDP2,0.077793084
ZNF155,0.077781655
SCRN1,0.07775069
SSRP1,0.07775055
KLF7,0.07774818
FAHD1,0.07773896
SESN1,0.077734545
NUSAP1,0.0777282
CD63,0.07772467
RCC1,0.07771888
ZNF37A,0.07771562
LINC00324,0.07769913
SMIM4,0.07769608
KIAA0196,0.077695504
LINC00665,0.077693865
SCAF1,0.07769172
SLC39A9,0.077683724
TCF7L2,0.07768062
TMEM134,0.077667415
CFD,0.07766426
TSPAN18,0.07766078
NCOA1,0.07765486
RP1-224A6.3,0.0776532
AP001046.6,0.07765166
ST8SIA4,0.0776488
SCOC,0.07763583
TERF1,0.077634
MED24,0.07763309
AL354822.1,0.077620134
NUDT6,0.07761542
SHCBP1,0.0776114
FPGS,0.07760462
FAM214B,0.077604406
FNBP1L,0.0775931
PEX12,0.07758582
SRR,0.07757646
NDE1,0.07756781
DOLPP1,0.07756547
ERMN,0.077565156
STRADB,0.07756316
CYCS,0.07755286
CYBB,0.07754782
PHF19,0.077538155
LPCAT1,0.077535234
KCTD18,0.07753382
DSE,0.07752761
NUMB,0.077526405
TOMM34,0.07752551
HSD17B1,0.077524625
CTC-378H22.1,0.07752117
P2RY1,0.07750798
CD79B,0.07750639
ACTR1A,0.077500984
ZNF276,0.07749482
METTL12,0.0774827
GEMIN8,0.07748068
COLGALT2,0.07748005
SMURF1,0.077468105
LSP1,0.077465065
PKMYT1,0.07746113
PTPN4,0.07745949
RAB11FIP1,0.0774591
ABCC3,0.07744549
ADRBK1,0.07743023
RP11-157J24.2,0.07742974
H3F3A,0.07742439
SFI1,0.07741194
CARM1,0.07740948
KIAA0125,0.07740651
FCGBP,0.07740492
RAD23A,0.07740007
ZMYND8,0.07739765
ARMCX6,0.0773636
TMEM129,0.07735249
PHF8,0.07733314
TRUB2,0.07731416
TNKS1BP1,0.077307224
CRKL,0.077302806
RP11-525A16.4,0.077284716
BEX4,0.07728427
ANO9,0.077283554
RCC2,0.07727346
COMMD5,0.07727337
S100B,0.0772667
FYTTD1,0.07725244
GPR157,0.07723001
RP11-229P13.20,0.0772176
CCDC57,0.07719575
FMNL2,0.07719386
COL4A3,0.07719068
ATP6V0A2,0.07718941
ABCB8,0.077182375
DDX60,0.07717008
E2F2,0.07716503
VAV1,0.0771535
RHOG,0.077144355
CTD-3093M3.1,0.0771305
CRTAP,0.07712978
MFSD11,0.07712926
PDCD2L,0.07712791
CCDC84,0.07711816
GTF3C1,0.07710503
NDUFAF7,0.07710309
DCTN3,0.077098414
DDX52,0.0770941
KLHL22,0.0770905
MYCL,0.0770854
C8orf33,0.07708512
ARL8A,0.07707762
LRRC1,0.07707581
SCARF2,0.07706299
IL3RA,0.077060245
SMG7,0.077052556
PRPF4,0.077047214
SDPR,0.077041514
AC093627.10,0.07703898
NDUFAB1,0.07702738
RP11-540O11.6,0.07701802
BTF3L4,0.07701039
KRT1,0.07700691
GNPDA1,0.077004336
CARS2,0.07700351
SEC23IP,0.07699795
API5,0.076995365
MEX3B,0.07699418
GIGYF1,0.07698413
RASSF3,0.07698182
BOP1,0.0769795
GOLGA2,0.07697862
KRT23,0.07697079
AC004447.2,0.076968305
FTSJ1,0.07695184
GSTM4,0.076944456
SETBP1,0.07693261
CHD1L,0.076919384
C10orf95,0.07691635
CCDC101,0.07691234
RORC,0.07690847
PRRC2C,0.0768969
ITPRIP,0.07689638
KLHL9,0.07688666
SOCS1,0.076884486
ELK3,0.07688156
RP11-457M11.5,0.07687998
SLC35G1,0.07687619
H1F0,0.07687539
SLC25A24,0.07686559
DNASE1L3,0.076862596
PNPT1,0.07686158
FAR2,0.076852046
CKB,0.07684816
NUFIP2,0.07683727
TRIM74,0.076827124
C19orf35,0.07682553
HDGF,0.07681485
PABPC1L,0.07681342
DDR1,0.076812394
PLD1,0.07680674
PQBP1,0.07679744
TAF1B,0.076787904
B4GALNT3,0.07678687
ZZZ3,0.07677662
ASB2,0.076775126
SERINC1,0.07676557
DROSHA,0.07675089
TOPORS,0.07675058
UBALD2,0.0767441
ZFYVE9,0.076737866
UBXN2A,0.07671922
C12orf73,0.07671865
AC159540.1,0.07671152
EXOC4,0.07670196
DNAJB12,0.0767018
GRB10,0.07670146
SAMD8,0.0766928
CALML4,0.07668169
ZNF501,0.076664805
AC009506.1,0.07665452
TMEM8B,0.07664683
FOXN3,0.07664188
MAGED2,0.076641195
HSPA1B,0.07663067
HSCB,0.07662883
PTPRE,0.0766142
RP6-99M1.2,0.07661259
QTRTD1,0.07660685
HCG18,0.07660473
KIF18A,0.076601565
ZSWIM4,0.076591745
LRRC40,0.07658557
RP5-1142A6.2,0.07658528
KCNQ5,0.07658521
ZNF549,0.07658221
SLC33A1,0.07658105
USP45,0.07657303
PTCD3,0.0765675
CCDC7,0.07655678
AC023490.1,0.076554835
GPR35,0.07655468
TRAPPC13,0.07652589
LINC00562,0.076523304
RP11-178C3.2,0.07649753
EIF2B3,0.07648708
CASP2,0.07648649
NUPL2,0.07647924
FXR2,0.076473564
CCDC62,0.07646549
RTP4,0.076439776
PLOD1,0.07643918
BIRC2,0.07643873
WDTC1,0.07643737
RP11-219B4.7,0.07643465
TSTA3,0.07642359
MAD2L2,0.0764177
CTC-524C5.2,0.07640989
PSD,0.07639831
METTL8,0.07638226
ANKRD35,0.07638192
ATP5I,0.07636957
RP11-527L4.5,0.07636015
DHRS9,0.0763484
CTBP1-AS2,0.07634226
TM9SF1,0.07634183
PEX1,0.07633957
KAT2A,0.07633371
TRPM2,0.076330796
NFX1,0.076326974
RP11-571M6.7,0.076326884
MON2,0.07632164
C17orf72,0.076315045
NIPSNAP3A,0.07631136
MKL2,0.07630497
FOXD2-AS1,0.07629464
DPP3,0.076284416
PHB,0.07627889
COG7,0.0762689
RP11-481A20.11,0.076264866
AC026202.1,0.0762638
PTPLAD2,0.07625731
KBTBD6,0.07624749
CPSF2,0.07624229
ABCA5,0.076237306
FCHSD1,0.07622567
C10orf35,0.076222286
HOXA10,0.07620975
ZNF792,0.07619925
DMXL1,0.07619484
TAPT1-AS1,0.076177575
CROT,0.07617033
MPC1,0.076163515
ARL4A,0.076162785
LPP,0.0761614
PRDM1,0.076159865
AXIN2,0.0761598
CD163,0.07614558
ARF4,0.07613919
IQCG,0.0761367
ADPRH,0.07613512
CD40LG,0.076116465
EIF4EBP3,0.076108895
RHOU,0.076107
VIPAS39,0.07609583
AP001055.6,0.076091185
DCTN4,0.07609007
JAKMIP1,0.076084524
